"Waterbody","Sampling_Date","Latitude","Longitude","Taxon","TLEN","RWT","Sex","As_ug_ww","System_Type","Data_source","As_ug_ww_RAND"
"Attawapiskat River","2015",52.91875,-84.0959,"NP",835,3600,"F",0.72813,"River","Lescord",0.72813
"Attawapiskat River - at Attawapiskat","2014-10-01",52.91861,-82.42028,"CISCO",316,296,"M",1.84,"River","MECP",1.84
"Attawapiskat River - at Attawapiskat","2015-09-09",52.91861,-82.42028,"CISCO",331,310,"F",1.042,"River","MECP",1.042
"Attawapiskat River - at Attawapiskat","2015-09-11",52.91861,-82.42028,"CISCO",352,390,"F",3.115,"River","MECP",3.115
"Attawapiskat River - at Attawapiskat","2014-10-01",52.91861,-82.42028,"CISCO",334,414,"F",8.216,"River","MECP",8.216
"Attawapiskat River - at Attawapiskat","2014-10-01",52.91861,-82.42028,"CISCO",367,451,"M",2.873,"River","MECP",2.873
"Attawapiskat River - at Attawapiskat","2015-09-11",52.91861,-82.42028,"CISCO",389,580,"M",4.152,"River","MECP",4.152
"Attawapiskat River - at Attawapiskat","2015-09-11",52.91861,-82.42028,"LWF",259,150,"F",1.107,"River","MECP",1.107
"Attawapiskat River - at Attawapiskat","2014-10-01",52.91861,-82.42028,"LWF",317,360,"M",0.769,"River","MECP",0.769
"Attawapiskat River - at Attawapiskat","2015-09-09",52.91861,-82.42028,"NP",274,110,"F",0.06,"River","MECP",0.06
"Attawapiskat River - at Attawapiskat","2015-09-09",52.91861,-82.42028,"NP",356,220,"M",0.041,"River","MECP",0.0054
"Attawapiskat River - at Attawapiskat","2015-09-09",52.91861,-82.42028,"NP",482,490,"F",0.073,"River","MECP",0.073
"Attawapiskat River - at Attawapiskat","2015-09-09",52.91861,-82.42028,"NP",687,1900,"F",0.966,"River","MECP",0.966
"Attawapiskat River - at Attawapiskat","2015-09-09",52.91861,-82.42028,"NP",845,4150,"F",1.309,"River","MECP",1.309
"Attawapiskat River - at Attawapiskat","2015-09-09",52.91861,-82.42028,"WALL",363,400,"F",0.049,"River","MECP",0.01957
"Attawapiskat River - at Attawapiskat","2015-09-09",52.91861,-82.42028,"WALL",401,550,"F",0.028,"River","MECP",0.01527
"Attawapiskat River - at Attawapiskat","2015-09-11",52.91861,-82.42028,"WALL",481,985,"F",0.32,"River","MECP",0.32
"Attawapiskat River - at Canada Lake","2016-08-05",52.48528,-86.03333,"BUR",263,95,"M",0.128,"River","MECP",0.128
"Attawapiskat River - at Canada Lake","2016-08-06",52.48528,-86.03333,"LNS",276,220,"M",0.207,"River","MECP",0.207
"Attawapiskat River - at Canada Lake","2016-08-08",52.48528,-86.03333,"LNS",311,300,"M",0.231,"River","MECP",0.231
"Attawapiskat River - at Canada Lake","2016-08-09",52.48528,-86.03333,"LNS",339,390,"F",0.21,"River","MECP",0.21
"Attawapiskat River - at Canada Lake","2016-08-06",52.48528,-86.03333,"LNS",378,500,"M",0.09,"River","MECP",0.09
"Attawapiskat River - at Canada Lake","2016-08-06",52.48528,-86.03333,"LNS",481,880,"F",0.101,"River","MECP",0.101
"Attawapiskat River - at Canada Lake","2016-08-05",52.48528,-86.03333,"LSTUR",658,1000,"M",0.28,"River","MECP",0.28
"Attawapiskat River - at Canada Lake","2016-08-04",52.48528,-86.03333,"WALL",335,345,"M",0.047,"River","MECP",0.01024
"Attawapiskat River - at Canada Lake","2016-08-04",52.48528,-86.03333,"WALL",451,710,"F",0.063,"River","MECP",0.063
"Attawapiskat River - at Canada Lake","2016-08-04",52.48528,-86.03333,"WALL",579,1700,"F",0.265,"River","MECP",0.265
"Attawapiskat River - at Canada Lake","2016-08-05",52.48528,-86.03333,"WALL",671,2900,"F",0.761,"River","MECP",0.761
"Attawapiskat River - at Canada Lake","2016-08-05",52.48528,-86.03333,"WALL",731,4100,"F",0.769,"River","MECP",0.769
"Attawapiskat River - At Missisa River","2013-08-23",53.02597,-84.89171,"NP",347,195,"F",0.07744,"River","Lescord",0.07744
"Attawapiskat River - At Missisa River","2013-08-23",53.02597,-84.89171,"NP",371,250,"F",0.05128,"River","Lescord",0.05128
"Attawapiskat River - At Missisa River","2013-08-23",53.02597,-84.89171,"NP",441,470,"F",0.04778,"River","Lescord",0.04778
"Attawapiskat River - At Missisa River","2013-08-24",53.0275,-84.88861,"NP",480,530,"F",0.044,"River","MECP",0.01212
"Attawapiskat River - At Missisa River","2013-08-21",53.02597,-84.89171,"NP",486,560,"F",0.03755,"River","Lescord",0.03755
"Attawapiskat River - At Missisa River","2011-09-16",53.0275,-84.88861,"NP",488,650,"M",0.037,"River","MECP",0.01219
"Attawapiskat River - At Missisa River","2013-08-23",53.02597,-84.89171,"NP",541,730,"F",0.06538,"River","Lescord",0.06538
"Attawapiskat River - At Missisa River","2013-08-22",53.0275,-84.88861,"NP",540,920,"M",0.224,"River","MECP",0.224
"Attawapiskat River - At Missisa River","2013-08-22",53.02597,-84.89171,"NP",590,1020,"M",0.05911,"River","Lescord",0.05911
"Attawapiskat River - At Missisa River","2011-09-16",53.0275,-84.88861,"NP",606,1250,"M",0.144,"River","MECP",0.144
"Attawapiskat River - At Missisa River","2011-09-16",53.0275,-84.88861,"NP",748,2450,"F",2.198,"River","MECP",2.198
"Attawapiskat River - At Missisa River","2011-09-15",53.0275,-84.88861,"NP",736,2500,"F",0.86,"River","MECP",0.86
"Attawapiskat River - At Missisa River","2011-09-17",53.0275,-84.88861,"NP",802,3080,"F",1.246,"River","MECP",1.246
"Attawapiskat River - At Missisa River","2013-08-23",53.02597,-84.89171,"NP",843,3400,"F",0.38614,"River","Lescord",0.38614
"Attawapiskat River - At Missisa River","2013-08-23",53.02597,-84.89171,"NP",825,3550,"",2.0271,"River","Lescord",2.0271
"Attawapiskat River - At Missisa River","2013-08-23",53.02597,-84.89171,"NP",833,4150,"F",1.56669,"River","Lescord",1.56669
"Attawapiskat River - At Missisa River","2013-08-23",53.02597,-84.89171,"NP",982,6050,"F",1.19302,"River","Lescord",1.19302
"Attawapiskat River - At Missisa River","2013-08-22",53.0275,-84.88861,"SHRH",184,57,"",0.043,"River","MECP",0.01669
"Attawapiskat River - At Missisa River","2013-08-22",53.0275,-84.88861,"SHRH",340,380,"",0.042,"River","MECP",0.00204
"Attawapiskat River - At Missisa River","2013-08-22",53.0275,-84.88861,"SHRH",516,1300,"F",0.023,"River","MECP",0.00042
"Attawapiskat River - At Missisa River","2013-08-22",53.0275,-84.88861,"WALL",268,130,"M",0.058,"River","MECP",0.058
"Attawapiskat River - At Missisa River","2013-08-22",53.0275,-84.88861,"WALL",385,230,"M",0.022,"River","MECP",1e-05
"Attawapiskat River - At Missisa River","2011-09-17",53.0275,-84.88861,"WALL",376,400,"F",0.085,"River","MECP",0.085
"Attawapiskat River - At Missisa River","2011-09-17",53.0275,-84.88861,"WALL",388,500,"M",0.051,"River","MECP",0.051
"Attawapiskat River - At Missisa River","2011-09-17",53.0275,-84.88861,"WALL",404,550,"F",0.06,"River","MECP",0.06
"Attawapiskat River - At Missisa River","2011-09-17",53.0275,-84.88861,"WALL",434,690,"F",0.075,"River","MECP",0.075
"Attawapiskat River - At Missisa River","2011-09-17",53.0275,-84.88861,"WALL",446,770,"M",0.03,"River","MECP",0.01263
"Attawapiskat River - At Missisa River","2011-09-17",53.0275,-84.88861,"WALL",460,810,"F",0.064,"River","MECP",0.064
"Attawapiskat River - At Missisa River","2011-09-17",53.0275,-84.88861,"WALL",448,870,"M",0.014,"River","MECP",0.00504
"Attawapiskat River - At Missisa River","2013-08-22",53.0275,-84.88861,"WALL",480,980,"F",0.029,"River","MECP",0.00706
"Attawapiskat River - At Missisa River","2011-09-17",53.0275,-84.88861,"WALL",494,1050,"M",0.159,"River","MECP",0.159
"Attawapiskat River - At Missisa River","2013-08-22",53.0275,-84.88861,"WALL",583,1560,"F",0.216,"River","MECP",0.216
"Attawapiskat River - At Missisa River","2011-09-17",53.0275,-84.88861,"WALL",628,2000,"F",2.201,"River","MECP",2.201
"Attawapiskat River - At Missisa River","2011-09-15",53.0275,-84.88861,"WALL",642,2250,"F",1.104,"River","MECP",1.104
"Attawapiskat River - At Missisa River","2011-09-15",53.0275,-84.88861,"WALL",680,2600,"F",1.386,"River","MECP",1.386
"Attawapiskat River - At Missisa River","2013-08-22",53.0275,-84.88861,"WALL",660,2650,"F",1.076,"River","MECP",1.076
"Attawapiskat River - At Missisa River","2011-09-17",53.0275,-84.88861,"WALL",642,2700,"F",0.866,"River","MECP",0.866
"Attawapiskat River - At Missisa River","2011-09-16",53.0275,-84.88861,"WALL",724,3200,"F",2.497,"River","MECP",2.497
"Attawapiskat River - At Missisa River","2011-09-15",53.0275,-84.88861,"WALL",736,3400,"F",2.696,"River","MECP",2.696
"Attawapiskat River - At Missisa River","2013-08-24",53.0275,-84.88861,"WS",256,160,"M",0.068,"River","MECP",0.068
"Attawapiskat River - At Missisa River","2013-08-24",53.0275,-84.88861,"WS",293,250,"",0.082,"River","MECP",0.082
"Attawapiskat River - At Missisa River","2013-08-24",53.0275,-84.88861,"WS",440,920,"F",0.036,"River","MECP",0.00838
"Attawapiskat River - at Muketei River","2013-07-28",53.12806,-85.27472,"LNS",311,270,"",0.079,"River","MECP",0.079
"Attawapiskat River - at Muketei River","2013-07-28",53.12806,-85.27472,"LNS",319,300,"",0.091,"River","MECP",0.091
"Attawapiskat River - at Muketei River","2013-07-26",53.12806,-85.27472,"LNS",395,540,"M",0.128,"River","MECP",0.128
"Attawapiskat River - at Muketei River","2013-07-28",53.12806,-85.27472,"LNS",445,760,"",0.059,"River","MECP",0.059
"Attawapiskat River - at Muketei River","2013-07-27",53.12667,-85.15499,"NP",335,210,"M",0.07003,"River","Lescord",0.07003
"Attawapiskat River - at Muketei River","2013-07-28",53.12667,-85.15499,"NP",427,500,"M",0.04651,"River","Lescord",0.04651
"Attawapiskat River - at Muketei River","2013-07-27",53.12667,-85.15499,"NP",520,710,"M",0.06169,"River","Lescord",0.06169
"Attawapiskat River - at Muketei River","2013-07-28",53.12667,-85.15499,"NP",550,1040,"M",0.06721,"River","Lescord",0.06721
"Attawapiskat River - at Muketei River","2013-07-27",53.12667,-85.15499,"NP",585,1040,"M",0.1608,"River","Lescord",0.1608
"Attawapiskat River - at Muketei River","2015-07-08",53.12806,-85.27472,"NP",630,1420,"M",0.131,"River","MECP",0.131
"Attawapiskat River - at Muketei River","2013-07-26",53.12667,-85.15499,"NP",735,2300,"F",1.30933,"River","Lescord",1.30933
"Attawapiskat River - at Muketei River","2013-07-28",53.12667,-85.15499,"NP",732,2500,"M",0.47846,"River","Lescord",0.47846
"Attawapiskat River - at Muketei River","2013-07-28",53.12667,-85.15499,"NP",822,3450,"F",1.35408,"River","Lescord",1.35408
"Attawapiskat River - at Muketei River","2015-07-08",53.12806,-85.27472,"NP",942,5200,"F",1.659,"River","MECP",1.659
"Attawapiskat River - at Muketei River","2013-07-26",53.12667,-85.15499,"NP",994,5800,"F",0.85664,"River","Lescord",0.85664
"Attawapiskat River - at Muketei River","2013-07-28",53.12667,-85.15499,"NP",983,6500,"F",3.13522,"River","Lescord",3.13522
"Attawapiskat River - at Muketei River","2013-07-28",53.12806,-85.27472,"NP",1001,7100,"F",3.156,"River","MECP",3.156
"Attawapiskat River - at Muketei River","2013-07-26",53.12806,-85.27472,"SHRH",340,380,"F",0.056,"River","MECP",0.056
"Attawapiskat River - at Muketei River","2013-07-26",53.12806,-85.27472,"SHRH",375,470,"F",0.073,"River","MECP",0.073
"Attawapiskat River - at Muketei River","2013-07-27",53.12806,-85.27472,"SHRH",417,740,"M",0.061,"River","MECP",0.061
"Attawapiskat River - at Muketei River","2013-07-26",53.12806,-85.27472,"SHRH",467,1180,"F",0.082,"River","MECP",0.082
"Attawapiskat River - at Muketei River","2013-07-27",53.12806,-85.27472,"SHRH",484,1400,"F",0.089,"River","MECP",0.089
"Attawapiskat River - at Muketei River","2013-07-27",53.12806,-84.89171,"WALL",247,120,"F",0.045,"River","MECP",0.01806
"Attawapiskat River - at Muketei River","2015-07-08",53.12806,-85.27472,"WALL",299,200,"M",0.053,"River","MECP",0.053
"Attawapiskat River - at Muketei River","2013-07-27",53.12806,-85.27472,"WALL",315,280,"F",0.068,"River","MECP",0.068
"Attawapiskat River - at Muketei River","2015-07-08",53.12806,-85.27472,"WALL",334,290,"F",0.055,"River","MECP",0.055
"Attawapiskat River - at Muketei River","2015-07-08",53.12806,-85.27472,"WALL",444,750,"M",0.046,"River","MECP",0.00353
"Attawapiskat River - at Muketei River","2013-07-26",53.12806,-85.27472,"WALL",469,750,"F",0.06,"River","MECP",0.06
"Attawapiskat River - at Muketei River","2015-07-08",53.12806,-85.27472,"WALL",580,1600,"M",0.278,"River","MECP",0.278
"Attawapiskat River - at Muketei River","2013-07-27",53.12806,-85.27472,"WALL",558,1890,"F",0.231,"River","MECP",0.231
"Attawapiskat River - at Muketei River","2013-07-27",53.12806,-85.27472,"WALL",619,2100,"F",0.576,"River","MECP",0.576
"Attawapiskat River - at Muketei River","2015-07-08",53.12806,-85.27472,"WALL",728,3198,"F",2.64,"River","MECP",2.64
"Attawapiskat River - at Muketei River","2013-07-27",53.12806,-84.89171,"WS",215,90,"",0.045,"River","MECP",0.02196
"Attawapiskat River - at Muketei River","2013-07-26",53.12806,-84.89171,"WS",235,120,"",0.056,"River","MECP",0.056
"Attawapiskat River - at Muketei River","2013-07-27",53.12806,-85.27472,"WS",273,220,"F",0.043,"River","MECP",0.02418
"Attawapiskat River - at Muketei River","2013-07-28",53.12806,-85.27472,"WS",280,250,"M",0.051,"River","MECP",0.051
"Attawapiskat River - at Muketei River","2013-07-28",53.12806,-85.27472,"WS",360,390,"F",0.081,"River","MECP",0.081
"Attawapiskat River - at Pym Island","2013-09-14",52.15333,-86.35333,"LSTUR",1217,8000,"M",0.325,"River","MECP",0.325
"Attawapiskat River - at Pym Island","2013-09-14",52.15333,-86.35333,"LSTUR",1372,15800,"F",0.478,"River","MECP",0.478
"Attawapiskat River - at Pym Island","2013-09-12",52.15333,-86.35333,"LWF",448,610,"F",0.509,"River","MECP",0.509
"Attawapiskat River - at Pym Island","2013-09-13",52.16194,-86.34917,"LWF",447,700,"F",0.31324,"River","Lescord",0.31324
"Attawapiskat River - at Pym Island","2013-09-12",52.16194,-86.34917,"LWF",474,1040,"F",0.30105,"River","Lescord",0.30105
"Attawapiskat River - at Pym Island","2013-09-12",52.16194,-86.34917,"LWF",538,1460,"M",0.18245,"River","Lescord",0.18245
"Attawapiskat River - at Pym Island","2013-09-11",52.16194,-86.34917,"LWF",546,1520,"M",0.36142,"River","Lescord",0.36142
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"NP",354,252,"M",0.076,"River","MECP",0.076
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"NP",410,375,"M",0.059,"River","MECP",0.059
"Attawapiskat River - at Pym Island","2013-09-11",52.16194,-86.34917,"NP",452,430,"F",0.05817,"River","Lescord",0.05817
"Attawapiskat River - at Pym Island","2013-09-10",52.16194,-86.34917,"NP",517,700,"F",0.06578,"River","Lescord",0.06578
"Attawapiskat River - at Pym Island","2013-09-10",52.16194,-86.34917,"NP",520,740,"M",0.04165,"River","Lescord",0.04165
"Attawapiskat River - at Pym Island","2013-08-02",52.16194,-86.34917,"NP",575,890,"M",0.06098,"River","Lescord",0.06098
"Attawapiskat River - at Pym Island","2013-08-02",52.16194,-86.34917,"NP",590,1240,"F",0.08413,"River","Lescord",0.08413
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"NP",624,1330,"F",0.036,"River","MECP",0.02439
"Attawapiskat River - at Pym Island","2013-09-12",52.16194,-86.34917,"NP",689,1940,"M",0.99543,"River","Lescord",0.99543
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"NP",752,2300,"F",3.391,"River","MECP",3.391
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"NP",709,2390,"F",1.151,"River","MECP",1.151
"Attawapiskat River - at Pym Island","2013-09-10",52.16194,-86.34917,"NP",793,2800,"F",0.92499,"River","Lescord",0.92499
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"NP",821,3475,"F",0.6,"River","MECP",0.6
"Attawapiskat River - at Pym Island","2013-09-10",52.16194,-86.34917,"NP",883,4500,"F",1.88703,"River","Lescord",1.88703
"Attawapiskat River - at Pym Island","2013-09-11",52.16194,-86.34917,"NP",905,4600,"F",2.363,"River","Lescord",2.363
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"NP",960,5000,"F",1.743,"River","MECP",1.743
"Attawapiskat River - at Pym Island","2013-09-11",52.15333,-86.35333,"NP",990,5500,"F",2.478,"River","MECP",2.478
"Attawapiskat River - at Pym Island","2013-09-11",52.16194,-86.34917,"NP",982,5600,"F",0.82311,"River","Lescord",0.82311
"Attawapiskat River - at Pym Island","2013-09-10",52.15333,-86.35333,"SHRH",250,148,"",0.04,"River","MECP",0.01054
"Attawapiskat River - at Pym Island","2013-09-11",52.15333,-86.35333,"SHRH",466,1100,"F",0.048,"River","MECP",0.01597
"Attawapiskat River - at Pym Island","2013-09-11",52.15333,-86.35333,"SHRH",520,1780,"F",0.037,"River","MECP",0.00172
"Attawapiskat River - at Pym Island","2013-09-11",52.15333,-86.35333,"SHRH",604,2500,"F",0.047,"River","MECP",0.01544
"Attawapiskat River - at Pym Island","2013-09-11",52.15333,-86.35333,"WALL",205,65,"F",0.042,"River","MECP",0.01914
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"WALL",305,237,"F",0.053,"River","MECP",0.053
"Attawapiskat River - at Pym Island","2013-08-02",52.15333,-86.35333,"WALL",311,250,"M",0.038,"River","MECP",0.01501
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"WALL",412,400,"F",0.065,"River","MECP",0.065
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"WALL",359,455,"M",0.03,"River","MECP",0.02003
"Attawapiskat River - at Pym Island","2013-08-02",52.15333,-86.35333,"WALL",459,960,"F",0.034,"River","MECP",0.00796
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"WALL",480,1100,"M",0.04,"River","MECP",0.00357
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"WALL",524,1390,"F",0.028,"River","MECP",0.00744
"Attawapiskat River - at Pym Island","2013-09-11",52.15333,-86.35333,"WALL",614,1900,"F",0.298,"River","MECP",0.298
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"WALL",625,2350,"F",0.086,"River","MECP",0.086
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"WALL",708,3150,"F",0.635,"River","MECP",0.635
"Attawapiskat River - at Pym Island","2013-09-11",52.15333,-86.35333,"WALL",748,3850,"F",1.768,"River","MECP",1.768
"Attawapiskat River - at Pym Island","2015-07-21",52.15333,-86.35333,"WALL",765,5100,"F",0.826,"River","MECP",0.826
"Attawapiskat River - at Pym Island","2013-09-11",52.15333,-86.35333,"WS",302,320,"",0.051,"River","MECP",0.051
"Attawapiskat River - at Pym Island","2013-08-02",52.15333,-86.35333,"WS",373,560,"M",0.055,"River","MECP",0.055
"Attawapiskat River - at Pym Island","2013-09-13",52.15333,-86.35333,"WS",475,1280,"F",0.039,"River","MECP",0.01775
"Attawapiskat River - at Pym Island","2013-09-11",52.15333,-86.35333,"WS",551,2000,"F",0.022,"River","MECP",0.00283
"Attawapiskat River - at Pym Island","2013-09-11",52.15333,-86.35333,"WS",611,3000,"F",0.031,"River","MECP",0.01751
"Attawapiskat River - at Streatfield River","2013-07-31",52.65944,-85.94111,"NP",402,360,"M",0.046,"River","MECP",0.02322
"Attawapiskat River - at Streatfield River","2013-07-31",52.65944,-85.94111,"NP",598,1500,"M",0.114,"River","MECP",0.114
"Attawapiskat River - at Streatfield River","2013-07-30",52.65944,-85.94111,"NP",610,1620,"F",0.265,"River","MECP",0.265
"Attawapiskat River - at Streatfield River","2013-07-31",52.65944,-85.94111,"NP",787,3100,"M",3.522,"River","MECP",3.522
"Attawapiskat River - at Streatfield River","2013-07-31",52.65944,-85.94111,"NP",905,4850,"M",2.591,"River","MECP",2.591
"Attawapiskat River - at Streatfield River","2013-08-01",52.65944,-85.94111,"SHRH",360,470,"",0.051,"River","MECP",0.051
"Attawapiskat River - at Streatfield River","2013-07-30",52.65944,-85.94111,"SHRH",402,670,"F",0.03,"River","MECP",0.01502
"Attawapiskat River - at Streatfield River","2013-07-30",52.65944,-85.94111,"SHRH",425,800,"M",0.055,"River","MECP",0.055
"Attawapiskat River - at Streatfield River","2013-08-01",52.65944,-85.94111,"SHRH",457,1000,"M",0.044,"River","MECP",0.02279
"Attawapiskat River - at Streatfield River","2013-07-30",52.65944,-85.94111,"SHRH",472,1140,"M",0.067,"River","MECP",0.067
"Attawapiskat River - at Streatfield River","2013-07-30",52.65944,-85.94111,"WALL",299,225,"M",0.041,"River","MECP",0.00949
"Attawapiskat River - at Streatfield River","2013-07-30",52.65944,-85.94111,"WALL",325,290,"F",0.032,"River","MECP",0.00762
"Attawapiskat River - at Streatfield River","2013-07-30",52.65944,-85.94111,"WALL",434,700,"F",0.048,"River","MECP",0.00379
"Attawapiskat River - at Streatfield River","2013-07-30",52.65944,-85.94111,"WALL",451,710,"F",0.046,"River","MECP",0.01843
"Attawapiskat River - at Streatfield River","2013-07-30",52.65944,-85.94111,"WALL",537,1160,"F",0.111,"River","MECP",0.111
"Attawapiskat River - at Streatfield River","2013-07-31",52.65944,-85.94111,"WS",344,410,"F",0.052,"River","MECP",0.052
"Attawapiskat River - at Streatfield River","2013-08-01",52.65944,-85.94111,"WS",365,530,"F",0.04,"River","MECP",0.02472
"Attawapiskat River - at Streatfield River","2013-07-30",52.65944,-85.94111,"WS",385,630,"F",0.054,"River","MECP",0.054
"Attawapiskat River - at Streatfield River","2013-07-30",52.65944,-85.94111,"WS",387,640,"",0.05,"River","MECP",0.05
"Attawapiskat River - at Victor Mine","2015-09-19",52.8625,-83.88056,"LWF",286,180,"F",0.401,"River","MECP",0.401
"Attawapiskat River - at Victor Mine","2015-09-19",52.8625,-83.88056,"LWF",391,415,"M",2.202,"River","MECP",2.202
"Attawapiskat River - at Victor Mine","2013-09-14",52.8625,-83.88056,"LWF",419,790,"F",0.267,"River","MECP",0.267
"Attawapiskat River - at Victor Mine","2013-09-11",52.8625,-83.88056,"NP",265,100,"M",0.071,"River","MECP",0.071
"Attawapiskat River - at Victor Mine","2015-09-16",52.8625,-83.88056,"NP",406,375,"M",0.067,"River","MECP",0.067
"Attawapiskat River - at Victor Mine","2013-09-13",52.8625,-83.88056,"NP",547,840,"F",0.106,"River","MECP",0.106
"Attawapiskat River - at Victor Mine","2015-09-15",52.8625,-83.88056,"NP",707,2460,"F",0.307,"River","MECP",0.307
"Attawapiskat River - at Victor Mine","2015-09-15",52.8625,-83.88056,"NP",735,2600,"M",3.072,"River","MECP",3.072
"Attawapiskat River - at Victor Mine","2015-09-15",52.8625,-83.88056,"NP",864,4100,"F",1.813,"River","MECP",1.813
"Attawapiskat River - at Victor Mine","2013-09-13",52.8625,-83.88056,"NP",858,4300,"F",2.777,"River","MECP",2.777
